PartNumber,Material,Mu,AL,Ae,Wa,Le,Mlt,PartCost,Vendor,MaxCurrent_A,MaxFreq_kHz,CoreShape,ShapeFamily,MaterialType,DatasheetUrl,WindowWidthMm,WindowHeightMm
0055023A2,MPP 14,14.0,6.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055023A2.pdf,,
0055823A2,MPP 19,19.0,8.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055823A2.pdf,,
0055022A2,MPP 26,26.0,10.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055022A2.pdf,,
0055826A2,MPP 40,40.0,18.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055826A2.pdf,,
C055021A2,MPP 60,60.0,24.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055021A2.pdf,,
0055020AY,MPP 125,125.0,50.0,4.7,4.75,13.6,10.85,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055020AY.pdf,,
C055019A2,MPP 147,147.0,59.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055019A2.pdf,,
C055018A2,MPP 160,160.0,64.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055018A2.pdf,,
C055014A2,MPP 173,173.0,69.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055014A2.pdf,,
C055017A2,MPP 200,200.0,80.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055017A2.pdf,,
C055015A2,MPP 300,300.0,120.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055015A2.pdf,,
C055016A2,MPP 550,550.0,220.0,4.7,4.12,13.6,11.56,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055016A2.pdf,,
0055243A2,MPP 14,14.0,6.0,4.76,3.66,13.6,11.44,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055243A2.pdf,,
0055247A2,MPP 19,19.0,8.0,4.76,3.66,13.6,11.44,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055247A2.pdf,,
0055242A2,MPP 26,26.0,11.0,4.76,3.66,13.6,11.44,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055242A2.pdf,,
0055246A2,MPP 40,40.0,17.0,4.76,3.66,13.6,11.44,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055246A2.pdf,,
0055241AY,MPP 60,60.0,26.0,4.76,4.26,13.6,10.73,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055241AY.pdf,,
0055240AY,MPP 125,125.0,54.0,4.76,4.26,13.6,10.73,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055240AY.pdf,,
C055239A2,MPP 147,147.0,64.0,4.76,3.66,13.6,11.44,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055239A2.pdf,,
C055238A2,MPP 160,160.0,69.0,4.76,3.66,13.6,11.44,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055238A2.pdf,,
C055234A2,MPP 173,173.0,75.0,4.76,3.66,13.6,11.44,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055234A2.pdf,,
C055237A2,MPP 200,200.0,86.0,4.76,3.66,13.6,11.44,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055237A2.pdf,,
0055235AY,MPP 300,300.0,130.0,4.76,4.26,13.6,10.73,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055235AY.pdf,,
C055236A2,MPP 550,550.0,242.0,4.76,3.66,13.6,11.44,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055236A2.pdf,,
0055033A2,MPP 14,14.0,6.0,5.99,9.35,17.9,12.68,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055033A2.pdf,,
0055832A2,MPP 19,19.0,8.0,5.99,9.35,17.9,12.68,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055832A2.pdf,,
0055032A2,MPP 26,26.0,11.0,5.99,9.35,17.9,12.68,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055032A2.pdf,,
0055833A2,MPP 40,40.0,17.0,5.99,9.35,17.9,12.68,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055833A2.pdf,,
0055031AY,MPP 60,60.0,25.0,5.99,10.35,17.9,11.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055031AY.pdf,,
0055030AY,MPP 125,125.0,52.0,5.99,10.35,17.9,11.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055030AY.pdf,,
0055029AY,MPP 147,147.0,62.0,5.99,10.35,17.9,11.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055029AY.pdf,,
C055028A2,MPP 160,160.0,66.0,5.99,9.35,17.9,12.68,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055028A2.pdf,,
C055024A2,MPP 173,173.0,73.0,5.99,9.35,17.9,12.68,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055024A2.pdf,,
0055027AY,MPP 200,200.0,83.0,5.99,10.35,17.9,11.96,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055027AY.pdf,,
C055025A2,MPP 300,300.0,124.0,5.99,9.35,17.9,12.68,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055025A2.pdf,,
C055026A2,MPP 550,550.0,229.0,5.99,9.35,17.9,12.68,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055026A2.pdf,,
0055413A2,MPP 14,14.0,8.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055413A2.pdf,,
0055417A2,MPP 19,19.0,11.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055417A2.pdf,,
0055403A2,MPP 40,40.0,22.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055403A2.pdf,,
0055411A2,MPP 60,60.0,33.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055411A2.pdf,,
0055410AY,MPP 125,125.0,70.0,7.25,10.35,16.5,14.77,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055410AY.pdf,,
C055409A2,MPP 147,147.0,81.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055409A2.pdf,,
C055408A2,MPP 160,160.0,89.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055408A2.pdf,,
C055404A2,MPP 173,173.0,95.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055404A2.pdf,,
C055407A2,MPP 200,200.0,112.0,7.25,9.35,16.5,15.48,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055407A2.pdf,,
0055405AY,MPP 300,300.0,166.0,7.25,10.35,16.5,14.77,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055405AY.pdf,,
0055283A2,MPP 14,14.0,6.0,7.52,14.32,21.8,13.64,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055283A2.pdf,,
0055887A2,MPP 19,19.0,8.0,7.52,14.32,21.8,13.64,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055887A2.pdf,,
0055282A2,MPP 26,26.0,11.0,7.52,14.32,21.8,13.64,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055282A2.pdf,,
0055886A2,MPP 40,40.0,17.0,7.52,14.32,21.8,13.64,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055886A2.pdf,,
0055281AY,MPP 60,60.0,25.0,7.52,15.48,21.8,12.94,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055281AY.pdf,,
C055280A2,MPP 125,125.0,53.0,7.52,14.32,21.8,13.64,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055280A2.pdf,,
C055279A2,MPP 147,147.0,63.0,7.52,14.32,21.8,13.64,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055279A2.pdf,,
C055278A2,MPP 160,160.0,68.0,7.52,14.32,21.8,13.64,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055278A2.pdf,,
C055274A2,MPP 173,173.0,74.0,7.52,14.32,21.8,13.64,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055274A2.pdf,,
C055277A2,MPP 200,200.0,84.0,7.52,14.32,21.8,13.64,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055277A2.pdf,,
0055275AY,MPP 300,300.0,128.0,7.52,15.48,21.8,12.94,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055275AY.pdf,,
C055276A2,MPP 550,550.0,232.0,7.52,14.32,21.8,13.64,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055276A2.pdf,,
0055133A2,MPP 14,14.0,6.0,9.06,26.79,26.9,15.17,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055133A2.pdf,,
0055230A2,MPP 19,19.0,8.0,9.06,26.79,26.9,15.17,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055230A2.pdf,,
0055132A2,MPP 26,26.0,11.0,9.06,26.79,26.9,15.17,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055132A2.pdf,,
0055402A2,MPP 40,40.0,17.0,9.06,26.79,26.9,15.17,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055402A2.pdf,,
C055131A2,MPP 60,60.0,26.0,9.06,26.79,26.9,15.17,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055131A2.pdf,,
0055130AY,MPP 125,125.0,53.0,9.06,28.46,26.9,14.54,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055130AY.pdf,,
C055129A2,MPP 147,147.0,63.0,9.06,26.79,26.9,15.17,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055129A2.pdf,,
C055128A2,MPP 160,160.0,68.0,9.06,26.79,26.9,15.17,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055128A2.pdf,,
C055124A2,MPP 173,173.0,74.0,9.06,26.79,26.9,15.17,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055124A2.pdf,,
C055127A2,MPP 200,200.0,85.0,9.06,26.79,26.9,15.17,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055127A2.pdf,,
0055125AY,MPP 300,300.0,127.0,9.06,28.46,26.9,14.54,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055125AY.pdf,,
0055273A2,MPP 14,14.0,12.0,9.2,3.66,13.6,15.90,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055273A2.pdf,,
0055877A2,MPP 19,19.0,16.0,9.2,3.66,13.6,15.90,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055877A2.pdf,,
0055272A2,MPP 26,26.0,21.0,9.2,3.66,13.6,15.90,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055272A2.pdf,,
0055876A2,MPP 40,40.0,33.0,9.2,3.66,13.6,15.90,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055876A2.pdf,,
C055271A2,MPP 60,60.0,50.0,9.2,3.66,13.6,15.90,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055271A2.pdf,,
0055270AY,MPP 125,125.0,103.0,9.2,4.26,13.6,15.21,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055270AY.pdf,,
C055269A2,MPP 147,147.0,122.0,9.2,3.66,13.6,15.90,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055269A2.pdf,,
C055268A2,MPP 160,160.0,132.0,9.2,3.66,13.6,15.90,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055268A2.pdf,,
C055264A2,MPP 173,173.0,144.0,9.2,3.66,13.6,15.90,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055264A2.pdf,,
C055267A2,MPP 200,200.0,165.0,9.2,3.66,13.6,15.90,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055267A2.pdf,,
0055265AY,MPP 300,300.0,247.0,9.2,4.26,13.6,15.21,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055265AY.pdf,,
C055266A2,MPP 550,550.0,466.0,9.2,3.66,13.6,15.90,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055266A2.pdf,,
0055293A2,MPP 14,14.0,7.0,9.45,14.32,21.8,15.22,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055293A2.pdf,,
0055297A2,MPP 19,19.0,10.0,9.45,14.32,21.8,15.22,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055297A2.pdf,,
0055292A2,MPP 26,26.0,14.0,9.45,14.32,21.8,15.22,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055292A2.pdf,,
0055296A2,MPP 40,40.0,22.0,9.45,14.32,21.8,15.22,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055296A2.pdf,,
C055291A2,MPP 60,60.0,32.0,9.45,14.32,21.8,15.22,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055291A2.pdf,,
C055290A2,MPP 125,125.0,66.0,9.45,14.32,21.8,15.22,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055290A2.pdf,,
0055289AY,MPP 147,147.0,78.0,9.45,15.48,21.8,14.50,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055289AY.pdf,,
0055288AY,MPP 160,160.0,84.0,9.45,15.48,21.8,14.50,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055288AY.pdf,,
C055284A2,MPP 173,173.0,92.0,9.45,14.32,21.8,15.22,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055284A2.pdf,,
0055287AY,MPP 200,200.0,105.0,9.45,15.48,21.8,14.50,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055287AY.pdf,,
C055285A2,MPP 300,300.0,159.0,9.45,14.32,21.8,15.22,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055285A2.pdf,,
C055286A2,MPP 550,550.0,290.0,9.45,14.32,21.8,15.22,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055286A2.pdf,,
0055043A2,MPP 14,14.0,7.0,9.57,16.40,23.0,15.43,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055043A2.pdf,,
0055843A2,MPP 19,19.0,10.0,9.57,16.40,23.0,15.43,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055843A2.pdf,,
0055042A2,MPP 26,26.0,14.0,9.57,16.40,23.0,15.43,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055042A2.pdf,,
0055846A2,MPP 40,40.0,21.0,9.57,16.40,23.0,15.43,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055846A2.pdf,,
0055041AY,MPP 60,60.0,32.0,9.57,17.72,23.0,14.71,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055041AY.pdf,,
0055040AY,MPP 125,125.0,66.0,9.57,17.72,23.0,14.71,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055040AY.pdf,,
C055039A2,MPP 147,147.0,78.0,9.57,16.40,23.0,15.43,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055039A2.pdf,,
C055038A2,MPP 160,160.0,84.0,9.57,16.40,23.0,15.43,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055038A2.pdf,,
C055034A2,MPP 173,173.0,92.0,9.57,16.40,23.0,15.43,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055034A2.pdf,,
0055037AY,MPP 200,200.0,105.0,9.57,17.72,23.0,14.71,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055037AY.pdf,,
0055035AY,MPP 300,300.0,159.0,9.57,17.72,23.0,14.71,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055035AY.pdf,,
C055036A2,MPP 550,550.0,290.0,9.57,16.40,23.0,15.43,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055036A2.pdf,,
0055053A2,MPP 14,14.0,6.4,10.9,38.37,31.2,17.49,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055053A2.pdf,,
0055057A2,MPP 19,19.0,9.0,10.9,38.37,31.2,17.49,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055057A2.pdf,,
0055052A2,MPP 26,26.0,12.0,10.9,38.37,31.2,17.49,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055052A2.pdf,,
0055056A2,MPP 40,40.0,18.0,10.9,38.37,31.2,17.49,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055056A2.pdf,,
0055051AY,MPP 60,60.0,27.0,10.9,40.26,31.2,16.92,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055051AY.pdf,,
0055050AY,MPP 125,125.0,56.0,10.9,40.26,31.2,16.92,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055050AY.pdf,,
C055049A2,MPP 147,147.0,67.0,10.9,38.37,31.2,17.49,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055049A2.pdf,,
0055048AY,MPP 160,160.0,72.0,10.9,40.26,31.2,16.92,0.0,Magnetics,0.0,5000.0,Toroid,T,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055048AY.pdf,,
